title,wikipedia_link
Half-Life 2: Episode One,https://en.wikipedia.org/wiki/Half-Life_2:_Episode_One
Half-Life 2: Episode Two,https://en.wikipedia.org/wiki/Half-Life_2:_Episode_Two
Outer Wilds,https://en.wikipedia.org/wiki/Outer_Wilds
Spec Ops: The Line,https://en.wikipedia.org/wiki/Spec_Ops:_The_Line
Kingdom Come: Deliverance,https://en.wikipedia.org/wiki/Kingdom_Come:_Deliverance
Metro 2033,https://en.wikipedia.org/wiki/Metro_2033_(video_game)
Metro: Last Light,https://en.wikipedia.org/wiki/Metro:_Last_Light
Metro Exodus,https://en.wikipedia.org/wiki/Metro_Exodus
Mafia: Definitive Edition,https://en.wikipedia.org/wiki/Mafia:_Definitive_Edition
The Elder Scrolls IV: Oblivion,https://en.wikipedia.org/wiki/The_Elder_Scrolls_IV:_Oblivion
The Elder Scrolls V: Skyrim,https://en.wikipedia.org/wiki/The_Elder_Scrolls_V:_Skyrim
Nier: Automata,https://en.wikipedia.org/wiki/Nier:_Automata
Mass Effect,https://en.wikipedia.org/wiki/Mass_Effect_(video_game)
Mass Effect 2,https://en.wikipedia.org/wiki/Mass_Effect_2
Mass Effect 3,https://en.wikipedia.org/wiki/Mass_Effect_3
Dragon Ball FighterZ,https://en.wikipedia.org/wiki/Dragon_Ball_FighterZ
Mortal Kombat,https://en.wikipedia.org/wiki/Mortal_Kombat_(2011_video_game)
Street Fighter III: 3rd Strike,https://en.wikipedia.org/wiki/Street_Fighter_III:_3rd_Strike
WWE SmackDown! Here Comes the Pain,https://en.wikipedia.org/wiki/WWE_SmackDown!_Here_Comes_the_Pain
WWE SmackDown! vs. Raw 2006,https://en.wikipedia.org/wiki/WWE_SmackDown!_vs._Raw_2006
WWE '13,https://en.wikipedia.org/wiki/WWE_%2713
WWE 2K14,https://en.wikipedia.org/wiki/WWE_2K14
WWE 2K19,https://en.wikipedia.org/wiki/WWE_2K19
Dead Space,https://en.wikipedia.org/wiki/Dead_Space_(2023_video_game)
Dead Space 2,https://en.wikipedia.org/wiki/Dead_Space_2
Limbo,https://en.wikipedia.org/wiki/Limbo_(video_game)
Monument Valley,https://en.wikipedia.org/wiki/Monument_Valley_(video_game)
Monument Valley 2,https://en.wikipedia.org/wiki/Monument_Valley_2
Uncharted: Drake's Fortune,https://en.wikipedia.org/wiki/Uncharted:_Drake%27s_Fortune
Uncharted 2: Among Thieves,https://en.wikipedia.org/wiki/Uncharted_2:_Among_Thieves
Uncharted 3: Drake's Deception,https://en.wikipedia.org/wiki/Uncharted_3:_Drake%27s_Deception
Uncharted 4: A Thief's End,https://en.wikipedia.org/wiki/Uncharted_4:_A_Thief%27s_End
Marvel's Spider-Man,https://en.wikipedia.org/wiki/Spider-Man:_Remastered
Marvel's Spider-Man: Miles Morales,https://en.wikipedia.org/wiki/Spider-Man:_Miles_Morales
Marvel's Spider-Man 2,https://en.wikipedia.org/wiki/Spider-Man_2_(2023_video_game)
Dishonored,https://en.wikipedia.org/wiki/Dishonored
Dishonored 2,https://en.wikipedia.org/wiki/Dishonored_2
Dishonored: Death of the Outsider,https://en.wikipedia.org/wiki/Dishonored:_Death_of_the_Outsider
BioShock,https://en.wikipedia.org/wiki/BioShock
BioShock 2,https://en.wikipedia.org/wiki/BioShock_2
BioShock Infinite,https://en.wikipedia.org/wiki/BioShock_Infinite
Resident Evil 2,https://en.wikipedia.org/wiki/Resident_Evil_2_(2019_video_game)
Resident Evil 4,https://en.wikipedia.org/wiki/Resident_Evil_4_(2023_video_game)
Resident Evil 7: Biohazard,https://en.wikipedia.org/wiki/Resident_Evil_7:_Biohazard
Resident Evil Village,https://en.wikipedia.org/wiki/Resident_Evil_Village
Elden Ring,https://en.wikipedia.org/wiki/Elden_Ring
Ghost of Tsushima,https://en.wikipedia.org/wiki/Ghost_of_Tsushima
Yakuza 0,https://en.wikipedia.org/wiki/Yakuza_0
Yakuza Kiwami,https://en.wikipedia.org/wiki/Yakuza_Kiwami
Yakuza Kiwami 2,https://en.wikipedia.org/wiki/Yakuza_Kiwami_2
Yakuza 3,https://en.wikipedia.org/wiki/Yakuza_3
Yakuza 4,https://en.wikipedia.org/wiki/Yakuza_4
Yakuza 5,https://en.wikipedia.org/wiki/Yakuza_5
Yakuza 6: The Song of Life,https://en.wikipedia.org/wiki/Yakuza_6:_The_Song_of_Life
Judgment,https://en.wikipedia.org/wiki/Judgment_(video_game)
Yakuza: Like a Dragon,https://en.wikipedia.org/wiki/Yakuza:_Like_a_Dragon
Like a Dragon Gaiden: The Man Who Erased His Name,https://en.wikipedia.org/wiki/Like_a_Dragon_Gaiden:_The_Man_Who_Erased_His_Name
Lost Judgment,https://en.wikipedia.org/wiki/Lost_Judgment
Like a Dragon: Infinite Wealth,https://en.wikipedia.org/wiki/Like_a_Dragon:_Infinite_Wealth
It Takes Two,https://en.wikipedia.org/wiki/It_Takes_Two_(video_game)
Max Payne,https://en.wikipedia.org/wiki/Max_Payne_(video_game)
Max Payne 2: The Fall of Max Payne,https://en.wikipedia.org/wiki/Max_Payne_2:_The_Fall_of_Max_Payne
Max Payne 3,https://en.wikipedia.org/wiki/Max_Payne_3
Final Fantasy,https://en.wikipedia.org/wiki/Final_Fantasy_(video_game)
Final Fantasy II,https://en.wikipedia.org/wiki/Final_Fantasy_II
Final Fantasy III,https://en.wikipedia.org/wiki/Final_Fantasy_III
Final Fantasy IV,https://en.wikipedia.org/wiki/Final_Fantasy_IV
Final Fantasy V,https://en.wikipedia.org/wiki/Final_Fantasy_V
Final Fantasy VI,https://en.wikipedia.org/wiki/Final_Fantasy_VI
Final Fantasy VII Remake,https://en.wikipedia.org/wiki/Final_Fantasy_VII_Remake
Life Is Strange,https://en.wikipedia.org/wiki/Life_Is_Strange_(video_game)
Life Is Strange: Before the Storm,https://en.wikipedia.org/wiki/Life_Is_Strange:_Before_the_Storm
Life Is Strange 2,https://en.wikipedia.org/wiki/Life_Is_Strange_2
Batman: The Telltale Series,https://en.wikipedia.org/wiki/Batman:_The_Telltale_Series
Batman: The Enemy Within,https://en.wikipedia.org/wiki/Batman:_The_Enemy_Within
Hitman,https://en.wikipedia.org/wiki/Hitman_(2016_video_game)
Hitman 2,https://en.wikipedia.org/wiki/Hitman_2_(2018_video_game)
Hitman 3,https://en.wikipedia.org/wiki/Hitman_3
Angry Birds,https://en.wikipedia.org/wiki/Angry_Birds_(video_game)
Hill Climb Racing,https://en.wikipedia.org/wiki/Hill_Climb_Racing
Fruit Ninja,https://en.wikipedia.org/wiki/Fruit_Ninja
Jetpack Joyride,https://en.wikipedia.org/wiki/Jetpack_Joyride
Subway Surfers,https://en.wikipedia.org/wiki/Subway_Surfers
Candy Crush Saga,https://en.wikipedia.org/wiki/Candy_Crush_Saga
Doodle Jump,https://en.wikipedia.org/wiki/Doodle_Jump
Fallout 2,https://en.wikipedia.org/wiki/Fallout_2
Fallout 3,https://en.wikipedia.org/wiki/Fallout_3
Fallout: New Vegas,https://en.wikipedia.org/wiki/Fallout:_New_Vegas
Fallout 4,https://en.wikipedia.org/wiki/Fallout_4
Fallout 76,https://en.wikipedia.org/wiki/Fallout_76
Worms W.M.D,https://en.wikipedia.org/wiki/Worms_W.M.D
Kirby Super Star Ultra,https://en.wikipedia.org/wiki/Kirby_Super_Star_Ultra
Phoenix Wright: Ace Attorney,https://en.wikipedia.org/wiki/Phoenix_Wright:_Ace_Attorney
Phoenix Wright: Ace Attorney - Justice for All,https://en.wikipedia.org/wiki/Phoenix_Wright:_Ace_Attorney_%E2%80%93_Justice_for_All
Phoenix Wright: Ace Attorney - Trials and Tribulations,https://en.wikipedia.org/wiki/Phoenix_Wright:_Ace_Attorney_%E2%80%93_Trials_and_Tribulations
Apollo Justice: Ace Attorney,https://en.wikipedia.org/wiki/Apollo_Justice:_Ace_Attorney
Phoenix Wright: Ace Attorney - Dual Destinies,https://en.wikipedia.org/wiki/Phoenix_Wright:_Ace_Attorney_%E2%80%93_Dual_Destinies
Phoenix Wright: Ace Attorney - Spirit of Justice,https://en.wikipedia.org/wiki/Phoenix_Wright:_Ace_Attorney_%E2%80%93_Spirit_of_Justice
Pikmin,https://en.wikipedia.org/wiki/Pikmin_(video_game)
Pikmin 2,https://en.wikipedia.org/wiki/Pikmin_2
Pikmin 3,https://en.wikipedia.org/wiki/Pikmin_3
Pikmin 4,https://en.wikipedia.org/wiki/Pikmin_4
MySims,https://en.wikipedia.org/wiki/MySims
MySims Agents,https://en.wikipedia.org/wiki/MySims_Agents
MySims Kingdom,https://en.wikipedia.org/wiki/MySims_Kingdom
Animal Crossing: New Leaf,https://en.wikipedia.org/wiki/Animal_Crossing:_New_Leaf
Animal Crossing: New Horizons,https://en.wikipedia.org/wiki/Animal_Crossing:_New_Horizons
Pokémon FireRed Pokémon LeafGreen,https://en.wikipedia.org/wiki/Pok%C3%A9mon_FireRed_and_LeafGreen
Pokémon Emerald,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Emerald
Pokémon Platinum,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Platinum
Pokémon HeartGold Pokémon SoulSilver,https://en.wikipedia.org/wiki/Pok%C3%A9mon_HeartGold_and_SoulSilver
Pokémon Black Pokémon White,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Black_and_White
Pokémon Black 2 Pokémon White 2,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Black_2_and_White_2
Pokémon Mystery Dungeon: Blue Rescue Team,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Mystery_Dungeon:_Blue_Rescue_Team_and_Red_Rescue_Team
Pokémon Mystery Dungeon: Explorers of Sky,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Mystery_Dungeon:_Explorers_of_Sky
Pokémon Mystery Dungeon: Rescue Team DX,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Mystery_Dungeon:_Rescue_Team_DX
Pokémon Ranger,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Ranger
Pokémon Ranger: Shadows of Almia,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Ranger:_Shadows_of_Almia
Pokémon Ranger: Guardian Signs,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Ranger:_Guardian_Signs
Pokémon Conquest,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Conquest
Professor Layton and the Curious Village,https://en.wikipedia.org/wiki/Professor_Layton_and_the_Curious_Village
Professor Layton and the Diabolical Box,https://en.wikipedia.org/wiki/Professor_Layton_and_the_Diabolical_Box
Professor Layton and the Unwound Future,https://en.wikipedia.org/wiki/Professor_Layton_and_the_Unwound_Future
Professor Layton and the Last Specter,https://en.wikipedia.org/wiki/Professor_Layton_and_the_Last_Specter
Professor Layton and the Miracle Mask,https://en.wikipedia.org/wiki/Professor_Layton_and_the_Miracle_Mask
Professor Layton and the Azran Legacy,https://en.wikipedia.org/wiki/Professor_Layton_and_the_Azran_Legacy
Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy,https://en.wikipedia.org/wiki/Layton%27s_Mystery_Journey
Chrono Trigger,https://en.wikipedia.org/wiki/Chrono_Trigger
Super Mario Bros.,https://en.wikipedia.org/wiki/Super_Mario_Bros.
Super Mario Bros. 3,https://en.wikipedia.org/wiki/Super_Mario_Bros._3
Super Mario World,https://en.wikipedia.org/wiki/Super_Mario_World
New Super Mario Bros.,https://en.wikipedia.org/wiki/New_Super_Mario_Bros.
New Super Mario Bros. Wii,https://en.wikipedia.org/wiki/New_Super_Mario_Bros._Wii
New Super Mario Bros. 2,https://en.wikipedia.org/wiki/New_Super_Mario_Bros._2
New Super Mario Bros. U,https://en.wikipedia.org/wiki/New_Super_Mario_Bros._U
Super Mario Bros. Wonder,https://en.wikipedia.org/wiki/Super_Mario_Bros._Wonder
Paper Mario,https://en.wikipedia.org/wiki/Paper_Mario_(video_game)
Paper Mario: The Thousand-Year Door,https://en.wikipedia.org/wiki/Paper_Mario:_The_Thousand-Year_Door
Super Paper Mario,https://en.wikipedia.org/wiki/Super_Paper_Mario
Paper Mario: Sticker Star,https://en.wikipedia.org/wiki/Paper_Mario:_Sticker_Star
Mario & Luigi: Paper Jam,https://en.wikipedia.org/wiki/Mario_%26_Luigi:_Paper_Jam
Paper Mario: Color Splash,https://en.wikipedia.org/wiki/Paper_Mario:_Color_Splash
Paper Mario: The Origami King,https://en.wikipedia.org/wiki/Paper_Mario:_The_Origami_King
Mario & Luigi: Superstar Saga,https://en.wikipedia.org/wiki/Mario_%26_Luigi:_Superstar_Saga
Mario & Luigi: Partners in Time,https://en.wikipedia.org/wiki/Mario_%26_Luigi:_Partners_in_Time
Mario & Luigi: Bowser's Inside Story,https://en.wikipedia.org/wiki/Mario_%26_Luigi:_Bowser%27s_Inside_Story
Mario & Luigi: Dream Team,https://en.wikipedia.org/wiki/Mario_%26_Luigi:_Dream_Team
Mario Party DS,https://en.wikipedia.org/wiki/Mario_Party_DS
Mario Party Superstars,https://en.wikipedia.org/wiki/Mario_Party_Superstars
Mario Kart DS,https://en.wikipedia.org/wiki/Mario_Kart_DS
Mario Kart 8,https://en.wikipedia.org/wiki/Mario_Kart_8
Super Mario RPG: Legend of the Seven Stars,https://en.wikipedia.org/wiki/Super_Mario_RPG
Super Mario 64 DS,https://en.wikipedia.org/wiki/Super_Mario_64_DS
Super Mario Sunshine,https://en.wikipedia.org/wiki/Super_Mario_Sunshine
Super Mario Galaxy,https://en.wikipedia.org/wiki/Super_Mario_Galaxy
Super Mario Galaxy 2,https://en.wikipedia.org/wiki/Super_Mario_Galaxy_2
Super Mario 3D Land,https://en.wikipedia.org/wiki/Super_Mario_3D_Land
Super Mario 3D World,https://en.wikipedia.org/wiki/Super_Mario_3D_World
Luigi's Mansion,https://en.wikipedia.org/wiki/Luigi%27s_Mansion
Luigi's Mansion: Dark Moon,https://en.wikipedia.org/wiki/Luigi%27s_Mansion:_Dark_Moon
Luigi's Mansion 3,https://en.wikipedia.org/wiki/Luigi%27s_Mansion_3
Super Mario World 2: Yoshi's Island,https://en.wikipedia.org/wiki/Yoshi%27s_Island
Yoshi's Story,https://en.wikipedia.org/wiki/Yoshi%27s_Story
Yoshi's Island DS,https://en.wikipedia.org/wiki/Yoshi%27s_Island_DS
Yoshi's New Island,https://en.wikipedia.org/wiki/Yoshi%27s_New_Island
Yoshi's Woolly World,https://en.wikipedia.org/wiki/Yoshi%27s_Woolly_World
Yoshi's Crafted World,https://en.wikipedia.org/wiki/Yoshi%27s_Crafted_World
Ghost Trick: Phantom Detective,https://en.wikipedia.org/wiki/Ghost_Trick:_Phantom_Detective
Call of Duty 4: Modern Warfare,https://en.wikipedia.org/wiki/Call_of_Duty_4:_Modern_Warfare
Call of Duty: World at War,https://en.wikipedia.org/wiki/Call_of_Duty:_World_at_War
Call of Duty: Modern Warfare 2,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_2
Call of Duty: Black Ops,https://en.wikipedia.org/wiki/Call_of_Duty:_Black_Ops
Call of Duty: Modern Warfare 3,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_3
Call of Duty: Black Ops II,https://en.wikipedia.org/wiki/Call_of_Duty:_Black_Ops_II
Call of Duty: Infinite Warfare,https://en.wikipedia.org/wiki/Call_of_Duty:_Infinite_Warfare
Call of Duty: Modern Warfare,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_(2019_video_game)
Call of Duty: Modern Warfare II,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_II_(2022_video_game)
Sonic Mania,https://en.wikipedia.org/wiki/Sonic_Mania
Rayman Legends,https://en.wikipedia.org/wiki/Rayman_Legends
LittleBigPlanet,https://en.wikipedia.org/wiki/LittleBigPlanet
LittleBigPlanet 2,https://en.wikipedia.org/wiki/LittleBigPlanet_2
LittleBigPlanet 3,https://en.wikipedia.org/wiki/LittleBigPlanet_3
Cuphead,https://en.wikipedia.org/wiki/Cuphead
Overcooked,https://en.wikipedia.org/wiki/Overcooked
Overcooked 2,https://en.wikipedia.org/wiki/Overcooked_2
A Way Out,https://en.wikipedia.org/wiki/A_Way_Out_(video_game)
Among Us,https://en.wikipedia.org/wiki/Among_Us
Left 4 Dead 2,https://en.wikipedia.org/wiki/Left_4_Dead_2
Batman: Arkham Origins,https://en.wikipedia.org/wiki/Batman:_Arkham_Origins
Batman: Arkham Asylum,https://en.wikipedia.org/wiki/Batman:_Arkham_Asylum
Batman: Arkham City,https://en.wikipedia.org/wiki/Batman:_Arkham_City
Batman: Arkham Knight,https://en.wikipedia.org/wiki/Batman:_Arkham_Knight
Grand Theft Auto: Liberty City Stories,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Liberty_City_Stories
Grand Theft Auto III,https://en.wikipedia.org/wiki/Grand_Theft_Auto_III
Grand Theft Auto: Vice City Stories,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Vice_City_Stories
Grand Theft Auto: Vice City,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Vice_City
Grand Theft Auto: San Andreas,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_San_Andreas
Grand Theft Auto: Chinatown Wars,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Chinatown_Wars
Grand Theft Auto IV,https://en.wikipedia.org/wiki/Grand_Theft_Auto_IV
Grand Theft Auto V,https://en.wikipedia.org/wiki/Grand_Theft_Auto_V
Red Dead Redemption,https://en.wikipedia.org/wiki/Red_Dead_Redemption
Red Dead Redemption 2,https://en.wikipedia.org/wiki/Red_Dead_Redemption_2
Alan Wake,https://en.wikipedia.org/wiki/Alan_Wake
Alan Wake 2,https://en.wikipedia.org/wiki/Alan_Wake_2
Metal Gear,https://en.wikipedia.org/wiki/Metal_Gear_(video_game)
Snake's Revenge,https://en.wikipedia.org/wiki/Snake%27s_Revenge
Metal Gear 2: Solid Snake,https://en.wikipedia.org/wiki/Metal_Gear_2:_Solid_Snake
Metal Gear Solid,https://en.wikipedia.org/wiki/Metal_Gear_Solid_(1998_video_game)
Metal Gear Solid 2: Sons of Liberty,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty
Metal Gear Solid 3: Snake Eater,https://en.wikipedia.org/wiki/Metal_Gear_Solid_3:_Snake_Eater
Metal Gear Solid 4: Guns of the Patriots,https://en.wikipedia.org/wiki/Metal_Gear_Solid_4:_Guns_of_the_Patriots
Metal Gear Solid: Peace Walker,https://en.wikipedia.org/wiki/Metal_Gear_Solid:_Peace_Walker
Metal Gear Solid V: Ground Zeroes,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_Ground_Zeroes
Metal Gear Solid V: The Phantom Pain,https://en.wikipedia.org/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain
The Legend of Zelda: A Link to the Past,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_A_Link_to_the_Past
The Legend of Zelda: Four Swords Anniversary Edition,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_A_Link_to_the_Past_and_Four_Swords#Enhanced_port
The Legend of Zelda: Link's Awakening,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Link%27s_Awakening_(2019_video_game)
The Legend of Zelda: Ocarina of Time 3D,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Ocarina_of_Time_3D
The Legend of Zelda: Majora's Mask 3D,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Majora%27s_Mask_3D
The Legend of Zelda: Oracle of Seasons The Legend of Zelda: Oracle of Ages,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Oracle_of_Seasons_and_Oracle_of_Ages
The Legend of Zelda: The Wind Waker,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_The_Wind_Waker
The Legend of Zelda: The Minish Cap,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_The_Minish_Cap
The Legend of Zelda: Twilight Princess,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Twilight_Princess
The Legend of Zelda: A Link Between Worlds,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_A_Link_Between_Worlds
The Legend of Zelda: Breath of the Wild,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Breath_of_the_Wild
The Legend of Zelda: Tears of the Kingdom,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Tears_of_the_Kingdom
Assassin's Creed,https://en.wikipedia.org/wiki/Assassin%27s_Creed_(video_game)
Assassin's Creed II,https://en.wikipedia.org/wiki/Assassin%27s_Creed_II
Assassin's Creed Brotherhood,https://en.wikipedia.org/wiki/Assassin%27s_Creed:_Brotherhood
Assassin's Creed Revelations,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Revelations
Assassin's Creed III,https://en.wikipedia.org/wiki/Assassin%27s_Creed_III
Assassin's Creed IV: Black Flag,https://en.wikipedia.org/wiki/Assassin%27s_Creed_IV:_Black_Flag
Assassin's Creed Rogue,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Rogue
Assassin's Creed Unity,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Unity
Assassin's Creed Syndicate,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Syndicate
Assassin's Creed Origins,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Origins
Assassin's Creed Odyssey,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Odyssey
Assassin's Creed Valhalla,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Valhalla
Assassin's Creed Mirage,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Mirage
Watch Dogs,https://en.wikipedia.org/wiki/Watch_Dogs
Watch Dogs 2,https://en.wikipedia.org/wiki/Watch_Dogs_2
Watch Dogs: Legion,https://en.wikipedia.org/wiki/Watch_Dogs:_Legion
Harry Potter and the Prisoner of Azkaban,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(video_game)
Infinity Blade,https://en.wikipedia.org/wiki/Infinity_Blade
Infinity Blade II,https://en.wikipedia.org/wiki/Infinity_Blade_II
Infinity Blade III,https://en.wikipedia.org/wiki/Infinity_Blade_III
The Witcher 3: Wild Hunt,https://en.wikipedia.org/wiki/The_Witcher_3:_Wild_Hunt
Bloodborne,https://en.wikipedia.org/wiki/Bloodborne
Horizon Zero Dawn,https://en.wikipedia.org/wiki/Horizon_Zero_Dawn
Horizon Forbidden West,https://en.wikipedia.org/wiki/Horizon_Forbidden_West
Cyberpunk 2077,https://en.wikipedia.org/wiki/Cyberpunk_2077
The Simpsons: Hit & Run,https://en.wikipedia.org/wiki/The_Simpsons:_Hit_%26_Run
Stardew Valley,https://en.wikipedia.org/wiki/Stardew_Valley
Terraria,https://en.wikipedia.org/wiki/Terraria
RollerCoaster Tycoon 2,https://en.wikipedia.org/wiki/RollerCoaster_Tycoon_2
Dead by Daylight,https://en.wikipedia.org/wiki/Dead_by_Daylight
Super Metroid,https://en.wikipedia.org/wiki/Super_Metroid
Castlevania: Symphony of the Night,https://en.wikipedia.org/wiki/Castlevania:_Symphony_of_the_Night
Minecraft,https://en.wikipedia.org/wiki/Minecraft
Disco Elysium,https://en.wikipedia.org/wiki/Disco_Elysium
Shadow of the Colossus,https://en.wikipedia.org/wiki/Shadow_of_the_Colossus_(2018_video_game)
Diablo II: Resurrected,https://en.wikipedia.org/wiki/Diablo_II:_Resurrected
Hollow Knight,https://en.wikipedia.org/wiki/Hollow_Knight
Journey,https://en.wikipedia.org/wiki/Journey_(2012_video_game)
Silent Hill 2,https://en.wikipedia.org/wiki/Silent_Hill_2
Return of the Obra Dinn,https://en.wikipedia.org/wiki/Return_of_the_Obra_Dinn
Inside,https://en.wikipedia.org/wiki/Inside_(video_game)
Persona 5,https://en.wikipedia.org/wiki/Persona_5
Dark Souls,https://en.wikipedia.org/wiki/Dark_Souls_(video_game)
Dark Souls II,https://en.wikipedia.org/wiki/Dark_Souls_II
Dark Souls III,https://en.wikipedia.org/wiki/Dark_Souls_III
Chicken Run,https://en.wikipedia.org/wiki/Chicken_Run
Flushed Away,https://en.wikipedia.org/wiki/Flushed_Away
Snow White and the Seven Dwarfs,https://en.wikipedia.org/wiki/Snow_White_and_the_Seven_Dwarfs_(1937_film)
Pinocchio,https://en.wikipedia.org/wiki/Pinocchio_(1940_film)
Dumbo,https://en.wikipedia.org/wiki/Dumbo
Bambi,https://en.wikipedia.org/wiki/Bambi
Alice in Wonderland,https://en.wikipedia.org/wiki/Alice_in_Wonderland_(1951_film)
Peter Pan,https://en.wikipedia.org/wiki/Peter_Pan_(1953_film)
Return to Never Land,https://en.wikipedia.org/wiki/Return_to_Never_Land
Lady and the Tramp,https://en.wikipedia.org/wiki/Lady_and_the_Tramp
Sleeping Beauty,https://en.wikipedia.org/wiki/Sleeping_Beauty_(1959_film)
One Hundred and One Dalmatians,https://en.wikipedia.org/wiki/One_Hundred_and_One_Dalmatians
Mary Poppins,https://en.wikipedia.org/wiki/Mary_Poppins_(film)
The Jungle Book,https://en.wikipedia.org/wiki/The_Jungle_Book_(1967_film)
The Many Adventures of Winnie the Pooh,https://en.wikipedia.org/wiki/The_Many_Adventures_of_Winnie_the_Pooh
Winnie the Pooh Discovers the Seasons,https://en.wikipedia.org/wiki/Winnie_the_Pooh_Discovers_the_Seasons
Winnie the Pooh and a Day for Eeyore,https://en.wikipedia.org/wiki/Winnie_the_Pooh_and_a_Day_for_Eeyore
The Tigger Movie,https://en.wikipedia.org/wiki/The_Tigger_Movie
Piglet's Big Movie,https://en.wikipedia.org/wiki/Piglet%27s_Big_Movie
Pooh's Heffalump Movie,https://en.wikipedia.org/wiki/Pooh%27s_Heffalump_Movie
Winnie the Pooh,https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)
The Little Mermaid,https://en.wikipedia.org/wiki/The_Little_Mermaid_(1989_film)
Beauty and the Beast,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(1991_film)
Aladdin,https://en.wikipedia.org/wiki/Aladdin_(1992_Disney_film)
The Lion King,https://en.wikipedia.org/wiki/The_Lion_King
Pocahontas,https://en.wikipedia.org/wiki/Pocahontas_(1995_film)
A Goofy Movie,https://en.wikipedia.org/wiki/A_Goofy_Movie
Cool Runnings,https://en.wikipedia.org/wiki/Cool_Runnings
The Hunchback of Notre Dame,https://en.wikipedia.org/wiki/The_Hunchback_of_Notre_Dame_(1996_film)
One Hundred and One Dalmatians,https://en.wikipedia.org/wiki/One_Hundred_and_One_Dalmatians
Tarzan,https://en.wikipedia.org/wiki/Tarzan_(1999_film)
Inspector Gadget,https://en.wikipedia.org/wiki/Inspector_Gadget_(film)
Inspector Gadget 2,https://en.wikipedia.org/wiki/Inspector_Gadget_2
Charlie and the Chocolate Factory,https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory_(film)
Toy Story,https://en.wikipedia.org/wiki/Toy_Story
Toy Story 2,https://en.wikipedia.org/wiki/Toy_Story_2
Toy Story 3,https://en.wikipedia.org/wiki/Toy_Story_3
"Monsters, Inc.","https://en.wikipedia.org/wiki/Monsters,_Inc."
Finding Nemo,https://en.wikipedia.org/wiki/Finding_Nemo
The Incredibles,https://en.wikipedia.org/wiki/The_Incredibles
Chicken Little,https://en.wikipedia.org/wiki/Chicken_Little_(2005_film)
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_The_Lion,_the_Witch_and_the_Wardrobe"
Cars,https://en.wikipedia.org/wiki/Cars_(film)
Meet the Robinsons,https://en.wikipedia.org/wiki/Meet_the_Robinsons
Ratatouille,https://en.wikipedia.org/wiki/Ratatouille_(film)
WALL-E,https://en.wikipedia.org/wiki/WALL-E
Up,https://en.wikipedia.org/wiki/Up_(2009_film)
Madagascar,https://en.wikipedia.org/wiki/Madagascar_(2005_film)
